ZipCode,City,State,Latitude,Longitude,Classification,Population
"11788","HAUPPAUGE","NY","40.8194","-73.2101","","16273"
"11789","SOUND BEACH","NY","40.9562","-72.9733","","7640"
"11790","STONY BROOK","NY","40.9060","-73.1251","","21519"
"11791","SYOSSET","NY","40.8288","-73.5042","","25879"
"11792","WADING RIVER","NY","40.9406","-72.8365","","8528"
"11793","WANTAGH","NY","40.6777","-73.5121","","32121"
"11794","STONY BROOK","NY","40.9118","-73.1230","U","1779"
"11795","WEST ISLIP","NY","40.7129","-73.2960","","25344"
"11796","WEST SAYVILLE","NY","40.7321","-73.1028","","3676"
"11797","WOODBURY","NY","40.8181","-73.4706","","9452"
"11798","WYANDANCH","NY","40.7537","-73.3685","","17215"
"11801","HICKSVILLE","NY","40.7654","-73.5237","","41779"
"11802","HICKSVILLE","NY","40.7683","-73.5258","P","0"
"11803","PLAINVIEW","NY","40.7824","-73.4741","","30049"
"11804","OLD BETHPAGE","NY","40.7589","-73.4541","","4972"
"11805","HICKSVILLE","NY","0.0000","0.0000","P","0"
"11815","HICKSVILLE","NY","40.7655","-73.5116","U","0"
"11853","JERICHO","NY","40.7918","-73.5403","U","0"
"11901","RIVERHEAD","NY","40.9243","-72.6426","","30936"
"11930","AMAGANSETT","NY","40.9922","-72.0973","P","2062"
"11931","AQUEBOGUE","NY","40.9401","-72.6379","P","40"
"11932","BRIDGEHAMPTON","NY","40.9346","-72.3089","P","2129"
"11933","CALVERTON","NY","40.9205","-72.7483","","6899"
"11934","CENTER MORICHES","NY","40.8016","-72.7908","","8364"
"11935","CUTCHOGUE","NY","41.0003","-72.4831","","3432"
"11937","EAST HAMPTON","NY","41.0230","-72.1511","","19968"
"11939","EAST MARION","NY","41.1280","-72.3338","","1048"
"11940","EAST MORICHES","NY","40.8081","-72.7554","","5396"
"11941","EASTPORT","NY","40.8255","-72.7192","","2605"
"11942","EAST QUOGUE","NY","40.8548","-72.5807","","5571"
"11944","GREENPORT","NY","41.1028","-72.3741","","4801"
"11946","HAMPTON BAYS","NY","40.8818","-72.5255","","15535"
"11947","JAMESPORT","NY","40.9488","-72.5766","P","55"
"11948","LAUREL","NY","40.9675","-72.5591","","1212"
"11949","MANORVILLE","NY","40.8660","-72.7814","","14663"
"11950","MASTIC","NY","40.8083","-72.8551","","16233"
"11951","MASTIC BEACH","NY","40.7657","-72.8379","","13827"
"11952","MATTITUCK","NY","40.9988","-72.5446","","4701"
"11953","MIDDLE ISLAND","NY","40.8792","-72.9514","","13249"
"11954","MONTAUK","NY","41.0413","-71.9560","","4318"
"11955","MORICHES","NY","40.8044","-72.8236","","3258"
"11956","NEW SUFFOLK","NY","40.9801","-72.4684","P","405"
"11957","ORIENT","NY","41.1514","-72.2602","","1004"
"11958","PECONIC","NY","41.0453","-72.4693","","691"
"11959","QUOGUE","NY","40.8275","-72.6006","P","1657"
"11960","REMSENBURG","NY","40.8079","-72.7051","P","1688"
"11961","RIDGE","NY","40.8896","-72.8897","","13042"
"11962","SAGAPONACK","NY","40.9380","-72.2709","P","1099"
"11963","SAG HARBOR","NY","40.9709","-72.3144","","8384"
"11964","SHELTER ISLAND","NY","41.0512","-72.3132","P","2470"
"11965","SHELTER ISLAND HEIGHTS","NY","41.0742","-72.3306","P","766"
"11967","SHIRLEY","NY","40.7942","-72.8802","","26213"
"11968","SOUTHAMPTON","NY","40.9077","-72.4141","","14467"
"11969","SOUTHAMPTON","NY","40.8843","-72.3903","P","0"
"11970","SOUTH JAMESPORT","NY","40.9403","-72.5726","P","454"
"11971","SOUTHOLD","NY","41.0619","-72.4247","","6105"
"11972","SPEONK","NY","40.8181","-72.7014","P","1013"
"11973","UPTON","NY","40.8696","-72.8875","P","17"
"11975","WAINSCOTT","NY","40.9397","-72.2480","P","656"
"11976","WATER MILL","NY","40.9314","-72.3408","","2764"
"11977","WESTHAMPTON","NY","40.8135","-72.6776","","2837"
"11978","WESTHAMPTON BEACH","NY","40.8350","-72.6501","","4087"
"11980","YAPHANK","NY","40.8302","-72.9197","","4931"
"12007","ALCOVE","NY","42.4565","-73.9275","","260"
"12008","ALPLAUS","NY","42.8586","-73.9021","","475"
"12009","ALTAMONT","NY","42.6904","-74.0341","","7874"
"12010","AMSTERDAM","NY","42.9405","-74.1694","","28845"
"12015","ATHENS","NY","42.2821","-73.8320","","3509"
"12016","AURIESVILLE","NY","42.9294","-74.3166","","0"
"12017","AUSTERLITZ","NY","42.3168","-73.4553","","358"
"12018","AVERILL PARK","NY","42.6328","-73.5248","","7626"
"12019","BALLSTON LAKE","NY","42.9299","-73.8823","","15826"
"12020","BALLSTON SPA","NY","43.0044","-73.8680","","34667"
"12022","BERLIN","NY","42.6670","-73.3354","","896"
"12023","BERNE","NY","42.6073","-74.1783","","2036"
"12024","BRAINARD","NY","42.4797","-73.5417","","172"
"12025","BROADALBIN","NY","43.0971","-74.1389","","5356"
"12027","BURNT HILLS","NY","42.9251","-73.9097","","3958"
"12028","BUSKIRK","NY","42.9492","-73.4503","","1078"
"12029","CANAAN","NY","42.4081","-73.4293","","1029"
"12031","CARLISLE","NY","42.7685","-74.4759","","118"
"12032","CAROGA LAKE","NY","43.2640","-74.5765","","834"
"12033","CASTLETON ON HUDSON","NY","42.5346","-73.7011","","8076"
"12035","CENTRAL BRIDGE","NY","42.7314","-74.3863","","692"
"12036","CHARLOTTEVILLE","NY","42.5404","-74.6835","","232"
"12037","CHATHAM","NY","42.3363","-73.5527","","3895"
"12040","CHERRY PLAIN","NY","42.6328","-73.3562","P","38"
"12041","CLARKSVILLE","NY","42.5816","-73.9594","","425"
"12042","CLIMAX","NY","42.3790","-73.8680","","403"
"12043","COBLESKILL","NY","42.7019","-74.5277","","7883"
"12045","COEYMANS","NY","42.4792","-73.7970","P","662"
"12046","COEYMANS HOLLOW","NY","42.4902","-73.9265","","646"
"12047","COHOES","NY","42.7869","-73.7237","","23347"
"12050","COLUMBIAVILLE","NY","42.3307","-73.7523","P","0"
"12051","COXSACKIE","NY","42.3485","-73.8461","","5771"
"12052","CROPSEYVILLE","NY","42.7653","-73.4867","","1535"
"12053","DELANSON","NY","42.7580","-74.1842","","4142"
"12054","DELMAR","NY","42.6092","-73.8764","","17282"
"12055","DORMANSVILLE","NY","42.4353","-74.1881","","0"
"12056","DUANESBURG","NY","42.7697","-74.0817","","2192"
"12057","EAGLE BRIDGE","NY","42.9765","-73.3527","","1842"
"12058","EARLTON","NY","42.3409","-73.9239","","1523"
"12059","EAST BERNE","NY","42.6184","-74.0736","","1482"
"12060","EAST CHATHAM","NY","42.4177","-73.4892","","1411"
"12061","EAST GREENBUSH","NY","42.6037","-73.6422","","9404"
"12062","EAST NASSAU","NY","42.5287","-73.5046","","1878"
"12063","EAST SCHODACK","NY","42.5650","-73.6377","","443"
"12064","EAST WORCESTER","NY","42.6039","-74.6538","","427"
"12065","CLIFTON PARK","NY","42.8498","-73.8000","","43893"
"12066","ESPERANCE","NY","42.7813","-74.3168","","2007"
"12067","FEURA BUSH","NY","42.5564","-73.9264","","1513"
"12068","FONDA","NY","42.9462","-74.3934","","2899"
"12069","FORT HUNTER","NY","42.9412","-74.2821","P","225"
"12070","FORT JOHNSON","NY","42.9888","-74.2496","","1475"
"12071","FULTONHAM","NY","42.5428","-74.4288","","277"
"12072","FULTONVILLE","NY","42.8690","-74.3671","","3016"
"12073","GALLUPVILLE","NY","42.6627","-74.2334","P","0"
"12074","GALWAY","NY","43.0457","-74.0434","","2901"
"12075","GHENT","NY","42.3072","-73.6155","","3135"
"12076","GILBOA","NY","42.4165","-74.3896","","1247"
"12077","GLENMONT","NY","42.5924","-73.7856","","6739"
"12078","GLOVERSVILLE","NY","43.1303","-74.3529","","23009"
"12082","GRAFTON","NY","42.7689","-73.4515","P","28"
"12083","GREENVILLE","NY","42.4309","-74.0383","","3592"
"12084","GUILDERLAND","NY","42.6998","-73.9051","","4658"
"12085","GUILDERLAND CENTER","NY","42.7045","-73.9653","","554"
"12086","HAGAMAN","NY","42.9980","-74.1044","","1698"
"12087","HANNACROIX","NY","42.4269","-73.8796","","1131"
"12089","HOOSICK","NY","42.8627","-73.3286","P","0"
"12090","HOOSICK FALLS","NY","42.8816","-73.3665","","6223"
"12092","HOWES CAVE","NY","42.7037","-74.3783","","1241"
"12093","JEFFERSON","NY","42.4984","-74.6170","","1576"
"12094","JOHNSONVILLE","NY","42.8796","-73.4866","","2337"
"12095","JOHNSTOWN","NY","43.0249","-74.4025","","12242"
"12106","KINDERHOOK","NY","42.3861","-73.7048","","2137"
"12107","KNOX","NY","42.6711","-74.1161","P","0"
"12108","LAKE PLEASANT","NY","43.4657","-74.4370","","415"
"12110","LATHAM","NY","42.7553","-73.7809","","19682"
"12115","MALDEN BRIDGE","NY","42.4654","-73.5991","","190"
"12116","MARYLAND","NY","42.5382","-74.9176","","1713"
"12117","MAYFIELD","NY","43.1524","-74.2408","","2831"
"12118","MECHANICVILLE","NY","42.9161","-73.7330","","16618"
"12120","MEDUSA","NY","42.4622","-74.1409","","593"
"12121","MELROSE","NY","42.8519","-73.6009","","1767"
"12122","MIDDLEBURGH","NY","42.5558","-74.3039","","3763"
"12123","NASSAU","NY","42.5271","-73.5952","","5096"
"12124","NEW BALTIMORE","NY","42.4463","-73.7886","P","443"
"12125","NEW LEBANON","NY","42.4697","-73.4105","","1478"
"12128","NEWTONVILLE","NY","42.7466","-73.7594","P","0"
"12130","NIVERVILLE","NY","42.4485","-73.6594","","845"
"12131","NORTH BLENHEIM","NY","42.4667","-74.4588","","135"
"12132","NORTH CHATHAM","NY","42.4718","-73.6325","P","130"
"12133","NORTH HOOSICK","NY","42.9226","-73.3603","P","0"
"12134","NORTHVILLE","NY","43.2605","-74.2248","","3560"
"12136","OLD CHATHAM","NY","42.4280","-73.5567","","927"
"12137","PATTERSONVILLE","NY","42.8553","-74.1252","","1704"
"12138","PETERSBURG","NY","42.7310","-73.3756","","3012"
"12139","PISECO","NY","43.6084","-74.5770","","266"
"12140","POESTENKILL","NY","42.6879","-73.5709","","1639"
"12141","QUAKER STREET","NY","42.7347","-74.1869","P","0"
"12143","RAVENA","NY","42.4870","-73.8485","","4903"
"12144","RENSSELAER","NY","42.6263","-73.7072","","21277"
"12147","RENSSELAERVILLE","NY","42.5060","-74.1556","","521"
"12148","REXFORD","NY","42.8416","-73.8357","","4935"
"12149","RICHMONDVILLE","NY","42.6217","-74.5645","","2294"
"12150","ROTTERDAM JUNCTION","NY","42.8719","-74.0496","","799"
"12151","ROUND LAKE","NY","42.9216","-73.7844","","957"
"12153","SAND LAKE","NY","42.6464","-73.4732","","818"
"12154","SCHAGHTICOKE","NY","42.9399","-73.6080","","2669"
"12155","SCHENEVUS","NY","42.5972","-74.8291","","1753"
"12156","SCHODACK LANDING","NY","42.4740","-73.7283","","853"
"12157","SCHOHARIE","NY","42.6641","-74.2961","","4109"
"12158","SELKIRK","NY","42.5299","-73.8398","","6373"
"12159","SLINGERLANDS","NY","42.6446","-73.8763","","8524"
"12160","SLOANSVILLE","NY","42.7618","-74.3663","","938"
"12161","SOUTH BETHLEHEM","NY","42.5317","-73.8476","P","75"
"12164","SPECULATOR","NY","43.5566","-74.3648","","487"
"12165","SPENCERTOWN","NY","42.3158","-73.5114","","146"
"12166","SPRAKERS","NY","42.8341","-74.4577","","1500"
"12167","STAMFORD","NY","42.4138","-74.6006","","2342"
"12168","STEPHENTOWN","NY","42.5588","-73.3794","","1681"
"12169","STEPHENTOWN","NY","42.5776","-73.4307","","445"
"12170","STILLWATER","NY","43.0018","-73.6589","","4964"
"12172","STOTTVILLE","NY","42.2862","-73.7393","P","381"
"12173","STUYVESANT","NY","42.3784","-73.7585","","1732"
"12174","STUYVESANT FALLS","NY","42.3525","-73.7298","P","260"
"12175","SUMMIT","NY","42.5472","-74.5657","","725"
"12176","SURPRISE","NY","42.3925","-73.9590","","292"
"12177","TRIBES HILL","NY","42.9569","-74.2946","P","400"
"12180","TROY","NY","42.7456","-73.5918","","55907"
"12181","TROY","NY","42.7284","-73.6922","P","0"
"12182","TROY","NY","42.7926","-73.6201","","14657"
"12183","TROY","NY","42.7464","-73.6918","","2934"
"12184","VALATIE","NY","42.4094","-73.6561","","7178"
"12185","VALLEY FALLS","NY","42.9039","-73.5604","","2059"
"12186","VOORHEESVILLE","NY","42.6330","-73.9759","","6485"
"12187","WARNERVILLE","NY","42.6174","-74.4319","","571"
"12188","WATERFORD","NY","42.8231","-73.6991","","11035"
"12189","WATERVLIET","NY","42.7323","-73.7186","","18970"
"12190","WELLS","NY","43.4794","-74.2608","","683"
"12192","WEST COXSACKIE","NY","42.3964","-73.8242","","1617"
"12193","WESTERLO","NY","42.5193","-74.0405","","1934"
"12194","WEST FULTON","NY","42.5164","-74.4614","","176"
"12195","WEST LEBANON","NY","42.4838","-73.4664","P","97"
"12196","WEST SAND LAKE","NY","42.6312","-73.6221","","2930"
"12197","WORCESTER","NY","42.5996","-74.7295","","2176"
"12198","WYNANTSKILL","NY","42.6826","-73.6353","","7548"
"12201","ALBANY","NY","42.7452","-73.8103","P","0"
"12202","ALBANY","NY","42.6303","-73.7625","","10257"
"12203","ALBANY","NY","42.6847","-73.8317","","28210"
"12204","ALBANY","NY","42.6827","-73.7301","","7818"
"12205","ALBANY","NY","42.7168","-73.8172","","27168"
"12206","ALBANY","NY","42.6760","-73.7923","","17219"
"12207","ALBANY","NY","42.6558","-73.7491","","2399"
"12208","ALBANY","NY","42.6497","-73.8069","","22118"
"12209","ALBANY","NY","42.6400","-73.7933","","10231"
"12210","ALBANY","NY","42.6594","-73.7577","","10559"
"12211","ALBANY","NY","42.6997","-73.7599","","13532"
"12212","ALBANY","NY","42.6525","-73.7567","P","0"
"12214","ALBANY","NY","42.6525","-73.7567","U","0"
"12220","ALBANY","NY","42.6525","-73.7567","P","0"
"12222","ALBANY","NY","42.6857","-73.8233","U","6149"
"12223","ALBANY","NY","42.6514","-73.7590","","0"
"12224","ALBANY","NY","42.6525","-73.7567","P","0"
"12225","ALBANY","NY","42.6525","-73.7567","P","0"
"12226","ALBANY","NY","42.6801","-73.8111","","20"
"12227","ALBANY","NY","42.6516","-73.7569","U","0"
"12228","ALBANY","NY","42.6525","-73.7567","U","0"
"12229","ALBANY","NY","42.6525","-73.7567","U","0"
"12230","ALBANY","NY","42.6525","-73.7567","U","0"
"12231","ALBANY","NY","42.6525","-73.7567","U","0"
"12232","ALBANY","NY","42.6813","-73.8057","U","0"
"12233","ALBANY","NY","42.6525","-73.7567","U","0"
"12234","ALBANY","NY","42.6541","-73.7575","U","0"
"12235","ALBANY","NY","42.6525","-73.7567","U","0"
"12236","ALBANY","NY","42.6525","-73.7567","U","0"
"12237","ALBANY","NY","42.6525","-73.7567","U","0"
"12238","ALBANY","NY","42.6525","-73.7567","U","0"
"12239","ALBANY","NY","42.6525","-73.7567","U","0"
"12240","ALBANY","NY","42.6525","-73.7567","U","0"
"12241","ALBANY","NY","42.6525","-73.7567","U","0"
"12242","ALBANY","NY","42.6525","-73.7567","U","0"
"12243","ALBANY","NY","42.6525","-73.7567","U","0"
"12244","ALBANY","NY","42.6525","-73.7567","U","0"
"12245","ALBANY","NY","42.6525","-73.7567","U","0"
"12246","ALBANY","NY","42.6479","-73.7491","U","0"
"12247","ALBANY","NY","42.6516","-73.7569","U","0"
"12248","ALBANY","NY","42.6525","-73.7567","U","0"
"12249","ALBANY","NY","42.6525","-73.7567","U","0"
"12250","ALBANY","NY","42.6525","-73.7567","U","0"
"12255","ALBANY","NY","42.6525","-73.7567","U","0"
"12257","ALBANY","NY","42.6525","-73.7567","U","0"
"12260","ALBANY","NY","42.6525","-73.7567","","0"
"12261","ALBANY","NY","42.6525","-73.7567","U","0"
"12288","ALBANY","NY","42.6525","-73.7567","U","0"
"12301","SCHENECTADY","NY","42.8148","-73.9393","P","0"
"12302","SCHENECTADY","NY","42.8810","-73.9918","","27618"
"12303","SCHENECTADY","NY","42.7552","-73.9135","","30893"
"12304","SCHENECTADY","NY","42.7664","-73.8950","","21513"
"12305","SCHENECTADY","NY","42.8134","-73.9419","","6085"
"12306","SCHENECTADY","NY","42.7980","-74.0366","","26935"
"12307","SCHENECTADY","NY","42.8046","-73.9349","","7567"
"12308","SCHENECTADY","NY","42.8239","-73.9211","","15285"
"12309","SCHENECTADY","NY","42.7950","-73.8635","","31273"
"12325","SCHENECTADY","NY","42.9294","-74.0527","P","0"
"12345","SCHENECTADY","NY","42.8145","-73.9403","U","0"
"12401","KINGSTON","NY","41.9373","-74.0014","","35493"
"12402","KINGSTON","NY","41.9276","-74.0183","P","0"
"12404","ACCORD","NY","41.8245","-74.2455","","3625"
"12405","ACRA","NY","42.3251","-74.1033","","571"
"12406","ARKVILLE","NY","42.1311","-74.5937","","740"
"12407","ASHLAND","NY","42.2940","-74.3043","","95"
"12409","BEARSVILLE","NY","42.0505","-74.1658","","994"
"12410","BIG INDIAN","NY","42.0857","-74.4699","","416"
"12411","BLOOMINGTON","NY","41.8816","-74.0403","","419"
"12412","BOICEVILLE","NY","41.9959","-74.2777","","627"
"12413","CAIRO","NY","42.3015","-74.0301","","2914"
"12414","CATSKILL","NY","42.2307","-73.9435","","10163"
"12416","CHICHESTER","NY","42.0907","-74.2706","","208"
"12417","CONNELLY","NY","41.9063","-73.9902","P","748"
"12418","CORNWALLVILLE","NY","42.3597","-74.1634","","558"
"12419","COTTEKILL","NY","41.8553","-74.1102","","660"
"12420","CRAGSMOOR","NY","41.6728","-74.3811","P","175"
"12421","DENVER","NY","42.2504","-74.5201","","334"
"12422","DURHAM","NY","42.3940","-74.2116","","354"
"12423","EAST DURHAM","NY","42.3825","-74.1123","","940"
"12424","EAST JEWETT","NY","42.2489","-74.1521","","249"
"12427","ELKA PARK","NY","42.1468","-74.1217","","905"
"12428","ELLENVILLE","NY","41.7345","-74.4516","","6969"
"12429","ESOPUS","NY","41.8169","-73.9767","P","329"
"12430","FLEISCHMANNS","NY","42.2032","-74.5226","","999"
"12431","FREEHOLD","NY","42.3462","-74.0199","","1639"
"12432","GLASCO","NY","42.0436","-73.9479","P","507"
"12433","GLENFORD","NY","41.9969","-74.1538","","403"
"12434","GRAND GORGE","NY","42.3550","-74.4940","","622"
"12435","GREENFIELD PARK","NY","41.7283","-74.5268","","276"
"12436","HAINES FALLS","NY","42.1958","-74.0976","P","451"
"12438","HALCOTTSVILLE","NY","42.2085","-74.6016","P","56"
"12439","HENSONVILLE","NY","42.2772","-74.2130","","401"
"12440","HIGH FALLS","NY","41.7983","-74.1510","","1863"
"12441","HIGHMOUNT","NY","42.1442","-74.4903","P","130"
"12442","HUNTER","NY","42.2327","-74.2590","","752"
"12443","HURLEY","NY","41.9350","-74.0854","","3868"
"12444","JEWETT","NY","42.2731","-74.2811","","430"
"12446","KERHONKSON","NY","41.8024","-74.2916","","4930"
"12448","LAKE HILL","NY","42.0719","-74.2079","","255"
"12449","LAKE KATRINE","NY","41.9974","-73.9928","","3386"
"12450","LANESVILLE","NY","42.1334","-74.2445","","171"
"12451","LEEDS","NY","42.3054","-73.9510","","1560"
"12452","LEXINGTON","NY","42.2404","-74.3655","P","48"
"12453","MALDEN ON HUDSON","NY","42.1101","-73.9378","P","271"
"12454","MAPLECREST","NY","42.2913","-74.1503","","233"
"12455","MARGARETVILLE","NY","42.1593","-74.6682","","1820"
"12456","MOUNT MARION","NY","42.0331","-73.9994","","590"
"12457","MOUNT TREMPER","NY","42.0501","-74.2393","","738"
"12458","NAPANOCH","NY","41.8087","-74.4196","","3488"
"12459","NEW KINGSTON","NY","42.2201","-74.6933","P","172"
"12460","OAK HILL","NY","42.4204","-74.1563","","281"
"12461","OLIVEBRIDGE","NY","41.9089","-74.2693","","1661"
"12463","PALENVILLE","NY","42.1990","-74.0176","","1405"
"12464","PHOENICIA","NY","42.0406","-74.3544","","955"
"12465","PINE HILL","NY","42.1560","-74.4698","","288"
"12466","PORT EWEN","NY","41.9077","-73.9795","","2353"
"12468","PRATTSVILLE","NY","42.2937","-74.4133","","1417"
"12469","PRESTON HOLLOW","NY","42.4461","-74.2404","","697"
"12470","PURLING","NY","42.2765","-74.0158","","648"
"12471","RIFTON","NY","41.8356","-74.0412","P","231"
"12472","ROSENDALE","NY","41.8472","-74.0762","","1519"
"12473","ROUND TOP","NY","42.2722","-74.0745","","931"
"12474","ROXBURY","NY","42.3026","-74.5564","","1128"
"12475","RUBY","NY","42.0181","-74.0155","P","373"
"12477","SAUGERTIES","NY","42.0841","-73.9996","","18559"
"12480","SHANDAKEN","NY","42.1212","-74.3939","","604"
"12481","SHOKAN","NY","41.9821","-74.2148","","1259"
"12482","SOUTH CAIRO","NY","42.2683","-73.9577","","599"
"12483","SPRING GLEN","NY","41.6659","-74.4305","P","191"
"12484","STONE RIDGE","NY","41.8713","-74.1637","","2809"
"12485","TANNERSVILLE","NY","42.2041","-74.1515","","939"
"12486","TILLSON","NY","41.8368","-74.0648","","1457"
"12487","ULSTER PARK","NY","41.8617","-73.9981","","3508"
"12489","WAWARSING","NY","41.7536","-74.3501","P","267"
"12490","WEST CAMP","NY","42.1231","-73.9356","P","70"
"12491","WEST HURLEY","NY","41.9748","-74.1389","","1782"
"12492","WEST KILL","NY","42.1795","-74.3475","","296"
"12493","WEST PARK","NY","41.7973","-73.9815","P","426"
"12494","WEST SHOKAN","NY","41.9663","-74.2779","","712"
"12495","WILLOW","NY","42.0806","-74.2206","","212"
"12496","WINDHAM","NY","42.3286","-74.2745","","1508"
"12498","WOODSTOCK","NY","42.0494","-74.1047","","4845"
"12501","AMENIA","NY","41.8503","-73.5777","","2125"
"12502","ANCRAM","NY","42.0681","-73.6552","","1146"
"12503","ANCRAMDALE","NY","42.0314","-73.5849","","675"
"12504","ANNANDALE ON HUDSON","NY","42.0124","-73.8998","P","333"
"12506","BANGALL","NY","41.8757","-73.6919","P","0"
"12507","BARRYTOWN","NY","41.9955","-73.9245","","166"
"12508","BEACON","NY","41.4916","-73.9492","","19537"
"12510","BILLINGS","NY","41.6712","-73.7637","P","0"
"12511","CASTLE POINT","NY","41.5461","-73.9600","P","0"
"12512","CHELSEA","NY","41.5539","-73.9673","P","143"
"12513","CLAVERACK","NY","42.2211","-73.7127","","621"
"12514","CLINTON CORNERS","NY","41.8834","-73.7596","","2784"
"12515","CLINTONDALE","NY","41.6799","-74.0675","","1349"
"12516","COPAKE","NY","42.1028","-73.5563","","1722"
"12517","COPAKE FALLS","NY","42.1222","-73.5112","","430"
"12518","CORNWALL","NY","41.4156","-74.0196","","5622"
"12520","CORNWALL ON HUDSON","NY","41.4374","-74.0096","","3287"
"12521","CRARYVILLE","NY","42.1768","-73.6528","","1636"
"12522","DOVER PLAINS","NY","41.7137","-73.6058","","4993"
"12523","ELIZAVILLE","NY","42.0947","-73.7619","","1819"
"12524","FISHKILL","NY","41.5291","-73.8974","","15617"
"12525","GARDINER","NY","41.6881","-74.1895","","3359"
"12526","GERMANTOWN","NY","42.1313","-73.8668","","3687"
"12527","GLENHAM","NY","41.5182","-73.9394","P","108"
"12528","HIGHLAND","NY","41.7294","-74.0061","","14089"
"12529","HILLSDALE","NY","42.2005","-73.5501","","2755"
"12530","HOLLOWVILLE","NY","42.2314","-73.6680","P","81"
"12531","HOLMES","NY","41.5317","-73.6740","","3267"
"12533","HOPEWELL JUNCTION","NY","41.5485","-73.7796","","26147"
"12534","HUDSON","NY","42.2301","-73.7382","","17539"
"12537","HUGHSONVILLE","NY","41.5808","-73.9278","P","0"
"12538","HYDE PARK","NY","41.7904","-73.8847","","14181"
"12540","LAGRANGEVILLE","NY","41.6694","-73.7226","","7666"
"12541","LIVINGSTON","NY","42.1419","-73.7784","P","0"
"12542","MARLBORO","NY","41.6137","-73.9957","","5726"
"12543","MAYBROOK","NY","41.4903","-74.2140","","3170"
"12544","MELLENVILLE","NY","42.2531","-73.6683","P","156"
"12545","MILLBROOK","NY","41.7793","-73.6757","","4741"
"12546","MILLERTON","NY","41.9667","-73.5443","","3026"
"12547","MILTON","NY","41.6517","-73.9867","","2934"
"12548","MODENA","NY","41.6601","-74.1012","","1334"
"12549","MONTGOMERY","NY","41.5247","-74.2529","","10349"
"12550","NEWBURGH","NY","41.5379","-74.0424","","55869"
"12551","NEWBURGH","NY","41.5036","-74.0105","P","0"
"12552","NEWBURGH","NY","41.5036","-74.0105","P","0"
"12553","NEW WINDSOR","NY","41.4465","-74.0620","","26728"
"12555","NEWBURGH","NY","41.5052","-74.0136","P","0"
"12561","NEW PALTZ","NY","41.7621","-74.0872","","18726"
"12563","PATTERSON","NY","41.4959","-73.5877","","7586"
"12564","PAWLING","NY","41.5798","-73.5908","","7159"
"12565","PHILMONT","NY","42.2518","-73.6407","","1402"
"12566","PINE BUSH","NY","41.6334","-74.3317","","10923"
"12567","PINE PLAINS","NY","42.0283","-73.6671","","2564"
"12568","PLATTEKILL","NY","41.6176","-74.0764","P","0"
"12569","PLEASANT VALLEY","NY","41.7350","-73.7937","","10177"
"12570","POUGHQUAG","NY","41.6310","-73.6813","","6825"
"12571","RED HOOK","NY","41.9948","-73.8215","","9600"
"12572","RHINEBECK","NY","41.9261","-73.8692","","9258"
"12574","RHINECLIFF","NY","41.9194","-73.9519","P","299"
"12575","ROCK TAVERN","NY","41.4938","-74.1608","","2478"
"12577","SALISBURY MILLS","NY","41.4262","-74.1097","","2280"
"12578","SALT POINT","NY","41.8054","-73.7954","","2298"
"12580","STAATSBURG","NY","41.8535","-73.8676","","4204"
"12581","STANFORDVILLE","NY","41.9073","-73.6930","","2091"
"12582","STORMVILLE","NY","41.5453","-73.7262","","6148"
"12583","TIVOLI","NY","42.0536","-73.8909","","2212"
"12584","VAILS GATE","NY","41.4542","-74.0582","P","0"
"12585","VERBANK","NY","41.7165","-73.7025","","850"
"12586","WALDEN","NY","41.5638","-74.1877","","13087"
"12588","WALKER VALLEY","NY","41.6339","-74.3783","P","0"
"12589","WALLKILL","NY","41.6318","-74.1633","","16935"
"12590","WAPPINGERS FALLS","NY","41.5879","-73.8868","","37051"
"12592","WASSAIC","NY","41.7886","-73.5605","","1230"
"12594","WINGDALE","NY","41.6834","-73.5402","","4018"
"12601","POUGHKEEPSIE","NY","41.7051","-73.9139","","44264"
"12602","POUGHKEEPSIE","NY","41.7004","-73.9216","P","0"
"12603","POUGHKEEPSIE","NY","41.6755","-73.8601","","41470"
"12604","POUGHKEEPSIE","NY","41.6840","-73.8949","U","2011"
"12701","MONTICELLO","NY","41.6557","-74.7397","","12360"
"12719","BARRYVILLE","NY","41.4861","-74.9214","","1056"
"12720","BETHEL","NY","41.6611","-74.9037","","179"
"12721","BLOOMINGBURG","NY","41.5858","-74.4292","","7504"
"12722","BURLINGHAM","NY","41.5900","-74.3826","P","120"
"12723","CALLICOON","NY","41.7770","-75.0679","","1687"
"12724","CALLICOON CENTER","NY","41.8575","-74.9438","P","215"
"12725","CLARYVILLE","NY","41.9596","-74.5420","","287"
"12726","COCHECTON","NY","41.6916","-74.9365","","1168"
"12727","COCHECTON","NY","41.6588","-74.9413","","0"
"12729","CUDDEBACKVILLE","NY","41.4938","-74.6242","","1708"
"12732","ELDRED","NY","41.5528","-74.8828","","735"
"12733","FALLSBURG","NY","41.7374","-74.6104","","1887"
"12734","FERNDALE","NY","41.7329","-74.7500","","870"
"12736","FREMONT CENTER","NY","41.8479","-75.0338","","114"
"12737","GLEN SPEY","NY","41.5175","-74.8105","","1765"
"12738","GLEN WILD","NY","41.6599","-74.5912","","270"
"12740","GRAHAMSVILLE","NY","41.8864","-74.4660","","1714"
"12741","HANKINS","NY","41.8425","-75.0873","","251"
"12742","HARRIS","NY","41.7168","-74.7217","","200"
"12743","HIGHLAND LAKE","NY","41.5355","-74.8414","","347"
